cantica,word,n,tf,idf,tf_idf
inferno,graffiare,4,0.000211382973101517,1.09861228866811,0.000232227931864527
inferno,intrare,4,0.000211382973101517,1.09861228866811,0.000232227931864527
inferno,malebolge,4,0.000211382973101517,1.09861228866811,0.000232227931864527
inferno,malebranche,4,0.000211382973101517,1.09861228866811,0.000232227931864527
inferno,mosca,4,0.000211382973101517,1.09861228866811,0.000232227931864527
inferno,nuocere,4,0.000211382973101517,1.09861228866811,0.000232227931864527
inferno,offeso,4,0.000211382973101517,1.09861228866811,0.000232227931864527
inferno,pece,4,0.000211382973101517,1.09861228866811,0.000232227931864527
inferno,pistoia,4,0.000211382973101517,1.09861228866811,0.000232227931864527
inferno,rana,4,0.000211382973101517,1.09861228866811,0.000232227931864527
inferno,stagno,4,0.000211382973101517,1.09861228866811,0.000232227931864527
inferno,stipa,4,0.000211382973101517,1.09861228866811,0.000232227931864527
inferno,strazio,4,0.000211382973101517,1.09861228866811,0.000232227931864527
inferno,tinta,4,0.000211382973101517,1.09861228866811,0.000232227931864527
inferno,vanto,4,0.000211382973101517,1.09861228866811,0.000232227931864527
paradiso,nube,10,0.000549088513068307,0.405465108108164,0.000222636233312192
paradiso,raggiare,10,0.000549088513068307,0.405465108108164,0.000222636233312192
purgatorio,ammirare,10,0.00052999788000848,0.405465108108164,0.000214895647714736
purgatorio,bere,10,0.00052999788000848,0.405465108108164,0.000214895647714736
purgatorio,maria,10,0.00052999788000848,0.405465108108164,0.000214895647714736
inferno,orecchio,10,0.000528457432753792,0.405465108108164,0.000214271050102079
paradiso,concetto,9,0.000494179661761476,0.405465108108164,0.000200372609980973
paradiso,materia,9,0.000494179661761476,0.405465108108164,0.000200372609980973
paradiso,milizia,9,0.000494179661761476,0.405465108108164,0.000200372609980973
paradiso,raro,9,0.000494179661761476,0.405465108108164,0.000200372609980973
paradiso,scrittura,9,0.000494179661761476,0.405465108108164,0.000200372609980973
paradiso,splendore,9,0.000494179661761476,0.405465108108164,0.000200372609980973
purgatorio,eravam,9,0.000476998092007632,0.405465108108164,0.000193406082943263
purgatorio,parean,9,0.000476998092007632,0.405465108108164,0.000193406082943263
purgatorio,ridere,9,0.000476998092007632,0.405465108108164,0.000193406082943263
purgatorio,sie,9,0.000476998092007632,0.405465108108164,0.000193406082943263
purgatorio,sovr,9,0.000476998092007632,0.405465108108164,0.000193406082943263
inferno,gamba,9,0.000475611689478413,0.405465108108164,0.000192843945091871
paradiso,affezione,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,agnello,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,apparenza,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,armonia,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,assumere,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,augello,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,banco,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,circunferenza,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,concorde,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,conformare,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,conforme,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,contingenza,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,conveniesi,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,disianza,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,eccelso,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,eclisse,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,eclissi,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,essemplo,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,evangelio,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,facella,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,folgorare,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,gaudioso,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,giustamente,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,gloriare,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,grata,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,impinguare,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,innocenza,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,magnificenza,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,melode,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,mirabile,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,necesse,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,nequizia,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,opporre,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,pate,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,patio,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,preciso,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,processo,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,profeta,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,proveder,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,pupilla,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,quietare,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,reflesso,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,ricorrere,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,risalire,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,roteare,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,scalzo,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,sigillo,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,specie,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,spezzare,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,sufficiente,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,sussistenza,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,vedrassi,3,0.000164726553920492,1.09861228866811,0.000180970616407003
paradiso,ammirare,8,0.000439270810454645,0.405465108108164,0.000178108986649754
paradiso,bontate,8,0.000439270810454645,0.405465108108164,0.000178108986649754
paradiso,concedere,8,0.000439270810454645,0.405465108108164,0.000178108986649754
paradiso,sustanze,8,0.000439270810454645,0.405465108108164,0.000178108986649754
paradiso,universo,8,0.000439270810454645,0.405465108108164,0.000178108986649754
paradiso,volume,8,0.000439270810454645,0.405465108108164,0.000178108986649754
purgatorio,almen,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,ancoi,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,arresto,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,avversaro,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,descrivere,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,dimandando,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,erbetta,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,forese,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,foresta,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,gel,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,gherardo,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,ginocchio,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,giudice,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,impigliare,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,interdetto,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,movieno,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,opposita,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,paruta,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,pensoso,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,penter,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,perdono,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,pigro,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,rallargare,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,rifiutare,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,sapore,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,scaglion,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,smeraldo,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,vedova,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,vergognare,3,0.000158999364002544,1.09861228866811,0.000174678655183609
purgatorio,vespero,3,0.000158999364002544,1.09861228866811,0.000174678655183609
inferno,aggiugne,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,alessandro,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,anca,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,anteo,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,appiccare,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,barattier,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,benaco,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,bestial,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,brunetto,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,bulicame,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,caron,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,cherci,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,cotto,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,crosta,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,diavol,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,diavolo,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,dienno,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,digrignare,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,donno,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,enea,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,epa,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,ercule,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,febbre,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,feruto,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,fessura,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,flegias,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,fortezza,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,freddura,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,giunta,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,groppa,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,groppo,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,guardommi,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,ignudo,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,intoppare,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,intrai,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,lagna,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,linguaggio,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,margine,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,mascella,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,nesso,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,nnanzi,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,ntese,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,passato,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,paventare,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,pazzo,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,pegola,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,ponticello,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,rabbioso,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,raffio,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,richiamare,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,rintoppare,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,riverso,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,schiena,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,scritto,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,serpe,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,stige,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,strano,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,strida,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,supin,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,tenno,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,traditor,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,tromba,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,uncino,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,verro,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,violento,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,zanche,3,0.000158537229826138,1.09861228866811,0.000174170948898395
inferno,zuffa,3,0.000158537229826138,1.09861228866811,0.000174170948898395
purgatorio,attentare,8,0.000423998304006784,0.405465108108164,0.000171916518171789
purgatorio,mezza,8,0.000423998304006784,0.405465108108164,0.000171916518171789
purgatorio,ntelletto,8,0.000423998304006784,0.405465108108164,0.000171916518171789
purgatorio,rotto,8,0.000423998304006784,0.405465108108164,0.000171916518171789
inferno,crucciare,8,0.000422765946203033,0.405465108108164,0.000171416840081663
inferno,eravam,8,0.000422765946203033,0.405465108108164,0.000171416840081663
inferno,lagrima,8,0.000422765946203033,0.405465108108164,0.000171416840081663
inferno,perduto,8,0.000422765946203033,0.405465108108164,0.000171416840081663
inferno,proda,8,0.000422765946203033,0.405465108108164,0.000171416840081663
inferno,restare,8,0.000422765946203033,0.405465108108164,0.000171416840081663
inferno,serpente,8,0.000422765946203033,0.405465108108164,0.000171416840081663
paradiso,bellezza,7,0.000384361959147815,0.405465108108164,0.000155845363318535
paradiso,contemplare,7,0.000384361959147815,0.405465108108164,0.000155845363318535
paradiso,festa,7,0.000384361959147815,0.405465108108164,0.000155845363318535
paradiso,mirabil,7,0.000384361959147815,0.405465108108164,0.000155845363318535
paradiso,provedenza,7,0.000384361959147815,0.405465108108164,0.000155845363318535
paradiso,sempiterno,7,0.000384361959147815,0.405465108108164,0.000155845363318535
paradiso,vedra,7,0.000384361959147815,0.405465108108164,0.000155845363318535
purgatorio,andavam,7,0.000370998516005936,0.405465108108164,0.000150426953400315
purgatorio,dianzi,7,0.000370998516005936,0.405465108108164,0.000150426953400315
purgatorio,fer,7,0.000370998516005936,0.405465108108164,0.000150426953400315
purgatorio,montagna,7,0.000370998516005936,0.405465108108164,0.000150426953400315
purgatorio,perdonare,7,0.000370998516005936,0.405465108108164,0.000150426953400315
purgatorio,prego,7,0.000370998516005936,0.405465108108164,0.000150426953400315
inferno,aura,7,0.000369920202927654,0.405465108108164,0.000149989735071455
inferno,cane,7,0.000369920202927654,0.405465108108164,0.000149989735071455
inferno,fitto,7,0.000369920202927654,0.405465108108164,0.000149989735071455
inferno,lungi,7,0.000369920202927654,0.405465108108164,0.000149989735071455
inferno,peccator,7,0.000369920202927654,0.405465108108164,0.000149989735071455
inferno,rotta,7,0.000369920202927654,0.405465108108164,0.000149989735071455
inferno,tardi,7,0.000369920202927654,0.405465108108164,0.000149989735071455
inferno,unghia,7,0.000369920202927654,0.405465108108164,0.000149989735071455
paradiso,acquisto,6,0.000329453107840984,0.405465108108164,0.000133581739987315
paradiso,ardor,6,0.000329453107840984,0.405465108108164,0.000133581739987315
paradiso,avvivare,6,0.000329453107840984,0.405465108108164,0.000133581739987315
paradiso,creato,6,0.000329453107840984,0.405465108108164,0.000133581739987315
paradiso,distante,6,0.000329453107840984,0.405465108108164,0.000133581739987315
paradiso,essenza,6,0.000329453107840984,0.405465108108164,0.000133581739987315
paradiso,gioia,6,0.000329453107840984,0.405465108108164,0.000133581739987315
paradiso,grato,6,0.000329453107840984,0.405465108108164,0.000133581739987315
paradiso,gustare,6,0.000329453107840984,0.405465108108164,0.000133581739987315
paradiso,piue,6,0.000329453107840984,0.405465108108164,0.000133581739987315
paradiso,scanno,6,0.000329453107840984,0.405465108108164,0.000133581739987315
paradiso,soccorrere,6,0.000329453107840984,0.405465108108164,0.000133581739987315
paradiso,vivace,6,0.000329453107840984,0.405465108108164,0.000133581739987315
paradiso,volonta,6,0.000329453107840984,0.405465108108164,0.000133581739987315
purgatorio,cornice,6,0.000317998728005088,0.405465108108164,0.000128937388628842
purgatorio,gamba,6,0.000317998728005088,0.405465108108164,0.000128937388628842
purgatorio,lagrima,6,0.000317998728005088,0.405465108108164,0.000128937388628842
purgatorio,leggero,6,0.000317998728005088,0.405465108108164,0.000128937388628842
purgatorio,marina,6,0.000317998728005088,0.405465108108164,0.000128937388628842
purgatorio,operare,6,0.000317998728005088,0.405465108108164,0.000128937388628842
purgatorio,tardi,6,0.000317998728005088,0.405465108108164,0.000128937388628842
inferno,crudele,6,0.000317074459652275,0.405465108108164,0.000128562630061247
inferno,demonio,6,0.000317074459652275,0.405465108108164,0.000128562630061247
inferno,disdegno,6,0.000317074459652275,0.405465108108164,0.000128562630061247
inferno,fioco,6,0.000317074459652275,0.405465108108164,0.000128562630061247
inferno,gigante,6,0.000317074459652275,0.405465108108164,0.000128562630061247
inferno,guaio,6,0.000317074459652275,0.405465108108164,0.000128562630061247
inferno,minos,6,0.000317074459652275,0.405465108108164,0.000128562630061247
inferno,muso,6,0.000317074459652275,0.405465108108164,0.000128562630061247
inferno,nuda,6,0.000317074459652275,0.405465108108164,0.000128562630061247
inferno,orribile,6,0.000317074459652275,0.405465108108164,0.000128562630061247
inferno,peccatore,6,0.000317074459652275,0.405465108108164,0.000128562630061247
inferno,pel,6,0.000317074459652275,0.405465108108164,0.000128562630061247
inferno,piangea,6,0.000317074459652275,0.405465108108164,0.000128562630061247
inferno,ristare,6,0.000317074459652275,0.405465108108164,0.000128562630061247
inferno,ruina,6,0.000317074459652275,0.405465108108164,0.000128562630061247
inferno,sospetto,6,0.000317074459652275,0.405465108108164,0.000128562630061247
inferno,sovr,6,0.000317074459652275,0.405465108108164,0.000128562630061247
inferno,stretta,6,0.000317074459652275,0.405465108108164,0.000128562630061247
inferno,tormento,6,0.000317074459652275,0.405465108108164,0.000128562630061247
inferno,vegno,6,0.000317074459652275,0.405465108108164,0.000128562630061247
inferno,viaggio,6,0.000317074459652275,0.405465108108164,0.000128562630061247
paradiso,abbellire,2,0.000109817702613661,1.09861228866811,0.000120647077604668
paradiso,agni,2,0.000109817702613661,1.09861228866811,0.000120647077604668
paradiso,aiuola,2,0.000109817702613661,1.09861228866811,0.000120647077604668
paradiso,appariro,2,0.000109817702613661,1.09861228866811,0.000120647077604668
paradiso,appollo,2,0.000109817702613661,1.09861228866811,0.000120647077604668
paradiso,appostolico,2,0.000109817702613661,1.09861228866811,0.000120647077604668
paradiso,appresenta,2,0.000109817702613661,1.09861228866811,0.000120647077604668
paradiso,appropriare,2,0.000109817702613661,1.09861228866811,0.000120647077604668
paradiso,approvare,2,0.000109817702613661,1.09861228866811,0.000120647077604668
paradiso,ardea,2,0.000109817702613661,1.09861228866811,0.000120647077604668
paradiso,arduo,2,0.000109817702613661,1.09861228866811,0.000120647077604668
paradiso,arrossare,2,0.000109817702613661,1.09861228866811,0.000120647077604668
paradiso,assoluto,2,0.000109817702613661,1.09861228866811,0.000120647077604668
paradiso,augustin,2,0.000109817702613661,1.09861228866811,0.000120647077604668
paradiso,avvalorare,2,0.000109817702613661,1.09861228866811,0.000120647077604668
